Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Red mean	Nucleus: Red sum	Nucleus: Red std dev	Nucleus: Red max	Nucleus: Red min	Nucleus: Red range	Nucleus: Green mean	Nucleus: Green sum	Nucleus: Green std dev	Nucleus: Green max	Nucleus: Green min	Nucleus: Green range	Nucleus: Blue mean	Nucleus: Blue sum	Nucleus: Blue std dev	Nucleus: Blue max	Nucleus: Blue min	Nucleus: Blue range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Red mean	Cell: Red std dev	Cell: Red max	Cell: Red min	Cell: Green mean	Cell: Green std dev	Cell: Green max	Cell: Green min	Cell: Blue mean	Cell: Blue std dev	Cell: Blue max	Cell: Blue min	Cytoplasm: Red mean	Cytoplasm: Red std dev	Cytoplasm: Red max	Cytoplasm: Red min	Cytoplasm: Green mean	Cytoplasm: Green std dev	Cytoplasm: Green max	Cytoplasm: Green min	Cytoplasm: Blue mean	Cytoplasm: Blue std dev	Cytoplasm: Blue max	Cytoplasm: Blue min	Nucleus/Cell area ratio
CMU-2.svs	e1e03c46-5ed3-40f9-a9fe-be43f1ff5c25	Cell			Annotation (ROI)	Polygon	8669.5	7864.9	68	55.8918	0.2735	24.6434	5.947	0.9777	237.2555	65008	14.4929	255	203	52	196.2007	53759	41.1678	255	117	138	213.1058	58391	27.4613	255	155	100	219.25	72.8394	0.5193	30.617	13.0585	0.933	207.3503	28.139	255	111	130.1338	53.3264	255	47	165.0385	39.0971	255	104	193.8734	21.6594	250	111	100.3602	22.5146	184	47	143.3766	19.1433	209	104	0.3103
CMU-2.svs	adb9f3d7-c9e4-4116-bc20-12adc35d5f93	Cell			Annotation (ROI)	Polygon	8736.8	7863.6	27.75	35.6677	0.2741	12.9911	5.5203	0.9114	223.7414	25954	13.8947	253	188	65	160.819	18655	31.9651	238	98	140	187.6121	21763	23.0605	242	148	94	86.25	41.8441	0.619	15.5877	9.4781	0.8196	201.7457	29.2506	253	89	130.5457	37.6325	238	52	166.8029	28.1238	242	104	190.8419	28.7403	251	89	115.5385	30.5698	221	52	156.4872	24.4909	226	104	0.3242
CMU-2.svs	218e2158-9e8e-4a6d-ac49-04784d92d4b8	Cell			Annotation (ROI)	Polygon	8716.2	7863.9	18.75	17.2477	0.792	6.4785	4.3389	0.7222	214.8205	16756	8.6411	244	194	50	108.2051	8440	12.0112	156	93	63	147.1154	11475	10.3019	186	130	56	81.75	35.0743	0.8351	13.3094	8.996	0.7211	209.3855	13.2333	250	175	108.4578	18.2061	178	73	149.0934	15.4724	201	120	207.7165	13.9456	250	175	108.5354	19.7413	178	73	149.7008	16.713	201	120	0.2175
CMU-2.svs	4722a70e-0012-427b-ae11-72dadbfb20d7	Cell			Annotation (ROI)	Polygon	8404.1	7865.7	38	32.7955	0.444	14.2125	3.7108	0.9681	226.5226	35111	17.9231	255	174	81	174.6387	27069	31.9114	248	106	142	197.6387	30634	21.5295	249	147	102	127.5	43.9323	0.8301	16.0897	9.9319	0.8043	169.575	50.6089	255	50	114.2651	49.3002	248	28	154.7914	35.8315	249	89	144.919	38.9494	225	50	88.1257	27.9062	208	28	136.2402	22.3422	225	89	0.294
CMU-2.svs	d5dade2a-0ced-445a-81a0-562538dff43d	Cell			Annotation (ROI)	Polygon	8776.6	7865	22.25	25.0904	0.4441	11.1536	3.3929	0.9703	227.6889	20492	18.2582	254	174	80	184.3778	16594	33.7408	249	100	149	206.8445	18616	23.277	250	153	97	110.5	44.5033	0.7011	18.8395	8.9272	0.8896	173.7915	45.077	254	68	118.5448	47.1984	249	38	158.2623	35.9017	250	90	160.1657	39.2537	228	68	101.9017	33.6232	183	38	145.9803	27.0227	203	90	0.1971
CMU-2.svs	84c8d863-c885-4c0c-aea9-840327eb1eb6	Cell			Annotation (ROI)	Polygon	8532.7	7867.7	10.5	15.0872	0.5797	6.165	2.9128	0.8796	231.1915	10866	12.8582	252	192	60	164.1489	7715	24.2406	198	107	91	190.0426	8932	17.9031	223	150	73	48	27.1825	0.8163	10.7385	5.7567	0.8448	204.8725	23.5339	252	152	129.0204	39.0814	204	67	164.9643	29.9527	223	110	196.5705	19.7225	244	152	117.9396	36.2527	204	67	157.0537	28.6309	220	110	0.2155
CMU-2.svs	b9cbc891-44a6-4514-b5c8-bc94ee72da88	Cell			Annotation (ROI)	Polygon	8750.6	7867.4	13.25	16.8889	0.5837	6.8579	2.9487	0.9088	220.1017	12986	13.2192	249	194	55	128.1695	7562	14.4164	165	103	62	165.339	9755	10.5986	193	148	45	45.25	30.3177	0.6186	10.8068	7.183	0.8071	208.0914	14.7592	249	175	113.3871	16.0789	165	81	153.5645	13.4313	193	118	202.5118	11.8522	242	175	106.5197	11.5785	135	81	148.0945	10.8667	174	118	0.2946
CMU-2.svs	aab2c601-3f1e-4ee6-92e5-25370850aee9	Cell			Annotation (ROI)	Polygon	8820.5	7867.2	15.25	16.2379	0.7268	6.1913	3.2982	0.8684	240	15840	12.3276	255	208	47	214.7879	14176	36.7706	255	110	145	227.2424	14998	22.7934	254	158	96	59.25	30.5992	0.7952	11.6364	6.4793	0.8313	208.272	27.6373	255	146	143.6485	61.2069	255	51	173.7573	48.4469	254	91	196.1676	21.5833	239	146	116.5087	44.61	199	51	153.3526	39.1781	212	91	0.2565
CMU-2.svs	81129598-1a85-422b-9c87-ae02a6aff250	Cell			Annotation (ROI)	Polygon	8419.9	7866.3	12.25	13.8381	0.8039	5.059	3.5974	0.6852	235.6909	12963	18.3019	255	193	62	203.4	11187	36.8755	255	125	130	217.9636	11988	22.4474	255	173	82	65.75	31.5683	0.8291	11.2035	9.0901	0.5053	188.3371	48.5786	255	34	131.6217	58.38	255	15	165.8839	44.3006	255	55	176.0519	46.4019	252	34	113	47.5103	214	15	152.3726	38.141	226	55	0.1868
CMU-2.svs	960326d8-95f1-4e68-979a-179fe82a5798	Cell			Annotation (ROI)	Polygon	8764	7866.7	39	31.8542	0.483	12.9195	4.4533	0.9548	231.5813	37053	14.137	255	182	73	194.325	31092	33.1777	254	129	125	212.725	34036	21.8888	252	165	87	166.25	53.6431	0.726	18.3426	14.1408	0.6997	201.4678	26.622	255	87	140.1814	39.649	254	54	174.961	27.8847	252	111	191.9645	22.1992	240	87	123.0947	22.4441	205	54	163.0434	16.7216	219	111	0.2326
CMU-2.svs	d1ba259d-96a9-442c-a6ba-5d17fd5f26a6	Cell			Annotation (ROI)	Polygon	8688.3	7870.4	45.5	37.1017	0.4154	12.9646	7.4307	0.8522	221.8526	42152	9.982	246	188	58	168.6316	32040	15.9494	208	129	79	196.0263	37245	11.1704	219	164	55	127.5	47.0499	0.7238	17.5898	11.8226	0.7148	206.751	20.5653	246	140	143.5331	28.5406	208	69	177.1226	22.4626	219	119	197.8951	20.0147	246	140	128.8148	23.6014	184	69	166.037	19.8717	214	119	0.3568
CMU-2.svs	36ef6683-4c22-4b27-939e-2dcbe9fa8fd8	Cell			Annotation (ROI)	Polygon	8444.6	7867.8	28.25	26.4809	0.5062	10.36	4.6359	0.9227	217.3186	24557	26.5922	255	121	134	162.9203	18410	38.8587	245	71	174	192.8584	21793	29.1464	251	116	135	151.25	46.8456	0.8661	16.3234	12.2482	0.6739	187.6082	28.795	255	111	111.3574	39.0326	245	47	151.8016	32.0673	251	100	180.8531	24.7295	250	111	99.6338	28.0398	197	47	142.4668	24.4829	218	100	0.1812
CMU-2.svs	2c50f6a3-5c1f-4a6f-8c23-d5b1561ca2d3	Cell			Annotation (ROI)	Polygon	8524.1	7871.7	68.5	35.6902	0.6758	11.439	9.8325	0.3751	217.2883	59537	17.6289	252	151	101	151.7555	41581	21.7126	203	92	111	184.7518	50622	18.1119	223	135	88	122.25	46.4038	0.7134	15.932	12.1241	0.6543	207.1116	21.8564	252	141	134.7343	30.9062	203	64	171.3509	25.8538	223	102	194.379	19.8972	239	141	113.4384	27.3063	179	64	154.5845	24.2821	211	102	0.553
CMU-2.svs	e44b4cb5-ccf0-422a-bbb1-26fe9c14b8df	Cell			Annotation (ROI)	Polygon	8514.3	7869.1	9.5	12.2277	0.7984	4.2946	3.3	0.6948	219.7805	9011	11.1187	247	200	47	138.8049	5691	19.5719	191	107	84	178.0976	7302	14.6932	216	155	61	82.75	33.2875	0.9385	11.9042	9.8333	0.4711	197.6946	18.7266	247	141	123.8952	17.4914	191	73	164.5898	13.5415	216	136	194.6041	17.4619	237	141	121.8089	16.151	169	73	162.6997	12.2614	196	136	0.1124
CMU-2.svs	f3a212de-83a5-4131-b6bf-08979bfc9fa2	Cell			Annotation (ROI)	Polygon	8456.5	7867	10.5	13.6449	0.7087	5.6797	2.7095	0.8936	230.7391	10614	15.2147	252	199	53	191.0652	8789	31.3322	243	126	117	211.8696	9746	23.1283	249	165	84	83.5	34.9054	0.8612	12.2247	9.8388	0.4223	179.372	41.0764	252	64	118.622	44.8709	248	29	158.869	33.9838	249	90	171.2241	37.8575	251	64	107.131	34.8308	248	29	150.4621	27.1549	245	90	0.1253
CMU-2.svs	a47053ed-ad50-47bb-a438-f9fecd52dcb9	Cell			Annotation (ROI)	Polygon	8720.3	7872.9	67.5	48.761	0.3568	20.2174	5.3763	0.9744	240.637	67619	10.6639	255	211	44	212.9609	59842	32.2658	253	127	126	224.0427	62956	22.7497	255	154	101	217.75	61.9799	0.7123	22.8773	13.0657	0.86	206.8881	29.629	255	132	143.871	58.2756	253	55	173.7877	44.1622	255	93	190.9496	21.1255	254	132	111.242	34.4569	217	55	150.0538	29.495	229	93	0.317
CMU-2.svs	732e5c46-962f-4e06-896d-c1cc9d9d12ca	Cell			Annotation (ROI)	Polygon	8740.3	7872.3	51.75	39.8439	0.4096	14.8317	6.2127	0.8906	212.3814	45662	17.6104	253	159	94	117.3349	25227	23.4018	201	69	132	155.7488	33486	17.5915	218	121	97	147.25	50.8877	0.7146	19.8288	11.8421	0.8333	205.5473	15.9726	253	159	120.3682	22.2735	201	69	159.4747	17.8784	218	121	201.6499	13.5116	249	172	122.0981	21.4437	199	80	161.5995	17.7148	218	127	0.3566
CMU-2.svs	075a0a06-4645-4a29-afb4-5d73f317e9c3	Cell			Annotation (ROI)	Polygon	8412.8	7869.8	10	12.6422	0.7863	4.9193	2.6091	0.8498	224.4889	10102	16.9433	255	199	56	156.6222	7048	31.1859	205	83	122	187.0667	8418	24.447	236	135	101	32	21.8757	0.8403	8.0278	5.7316	0.5833	197.391	30.4245	255	112	116.4511	39.0502	205	42	155.9323	31.1723	236	92	183.5341	26.1767	241	112	95.9091	23.6705	154	42	140.0114	20.354	195	92	0.3034
CMU-2.svs	10f82965-4089-4e05-b51e-bae6617c001a	Cell			Annotation (ROI)	Polygon	8393.1	7869.7	14	16.8118	0.6225	6.2087	3.3353	0.8446	195.3	11718	14.1257	224	168	56	133.6167	8017	11.3079	161	112	49	173.1333	10388	10.2882	194	151	43	56.5	31.9148	0.6971	12.8061	5.6201	0.8978	150.5451	41.8124	224	53	96.9828	31.1958	161	31	142.927	25.9414	194	86	135.0231	36.7238	221	53	84.2775	25.2643	143	31	132.4509	21.041	174	86	0.2454
CMU-2.svs	1510ed91-860b-4d8a-baec-da06b21842e4	Cell			Annotation (ROI)	Polygon	8566.2	7872.2	14	15.0234	0.7795	5.8906	3.3292	0.8351	228.9483	13279	17.0216	253	194	59	199.9483	11597	27.6186	250	121	129	216.4138	12552	19.6103	248	163	85	166	46.5112	0.9643	15.9013	13.1317	0.5662	188.5375	35.8785	253	82	130.1201	40.8209	250	29	168.4865	29.8692	248	88	184.6826	34.8158	253	82	123.4589	35.2646	228	29	163.9145	26.4742	242	88	0.0818
CMU-2.svs	c591e07f-4a8a-4390-b384-67061816d8a0	Cell			Annotation (ROI)	Polygon	8677.8	7874.2	34.5	27.009	0.5943	10.0123	5.9255	0.8177	218.662	31050	9.9395	240	190	50	132.9859	18884	16.2446	162	96	66	170.8732	24264	13.8845	196	134	62	102.25	40.4512	0.7853	14.8513	9.6326	0.7589	189.2034	36.1446	240	57	108.6271	31.6954	165	21	150.5061	26.3756	196	86	173.7675	35.304	225	57	95.8635	30.3243	165	21	139.834	25.0677	193	86	0.3383
CMU-2.svs	f4a6edae-3d4d-4a4b-82e1-618d050faa2d	Cell			Annotation (ROI)	Polygon	8481.8	7872.1	27	27.9105	0.4356	10.1113	4.0355	0.9416	228.5229	24909	14.849	255	192	63	155.2294	16920	32.1425	238	95	143	185.8073	20253	23.8283	248	137	111	175	51.6394	0.8247	19.8529	11.7	0.8149	195.4587	24.2763	255	123	111.0399	29.4938	238	49	151.8105	23.7687	248	102	189.3811	20.4777	247	123	102.9174	20.3948	173	49	145.5616	17.7051	195	102	0.152
CMU-2.svs	1e8a4445-ec44-4e88-b30e-d61a6d7dc1dd	Cell			Annotation (ROI)	Polygon	8816.6	7875	32.25	29.9357	0.4522	12.9449	4.0742	0.9607	239.5735	32582	13.3553	255	202	53	206.8382	28130	34.3007	255	115	140	221.6324	30142	22.5624	255	157	98	159.25	50.8943	0.7726	20.207	11.4619	0.8497	194.7834	44.0546	255	28	126.8666	53.1882	255	15	161.8807	41.043	255	67	182.6248	41.5541	245	28	105.1577	32.6958	188	15	145.6607	27.7588	211	67	0.2037
CMU-2.svs	0dddac92-5748-4f25-83a0-ef4cc2c36c70	Cell			Annotation (ROI)	Polygon	8407	7877	32.5	24.0031	0.7089	8.1315	6.2965	0.5271	217.7482	29396	13.4302	253	184	69	123.9111	16728	27.9452	204	85	119	160.7926	21707	23.4915	217	122	95	118	40.2088	0.9172	14.3743	10.689	0.6931	201.0357	19.7059	253	140	102.479	28.3994	204	52	142.584	25.3776	217	92	194.4194	17.7937	250	140	93.9941	23.757	185	52	135.3754	22.3266	216	92	0.2718
CMU-2.svs	70cbb84a-4ed2-4b82-956e-2300f46ae16b	Cell			Annotation (ROI)	Polygon	8759	7875.2	16.25	14.7751	0.9354	5.1364	4.1155	0.4727	228.6618	15549	14.0315	255	194	61	202.2941	13756	21.5178	249	152	97	218.6912	14871	13.9147	246	181	65	95	36.6188	0.8903	12.4141	10.5954	0.5575	200.3724	24.4114	255	140	146.2135	37.0999	249	71	179.7083	26.8915	246	122	194.2848	21.7427	251	140	134.1456	27.3866	219	71	171.3196	20.9626	229	122	0.1572
CMU-2.svs	e352c086-6dae-47e8-9e00-810e2278c05a	Cell			Annotation (ROI)	Polygon	8779.7	7878.9	35.25	35.7937	0.3457	16.602	3.247	0.9838	218.2603	31866	13.5494	247	187	60	118.8904	17358	23.8981	192	80	112	155.3904	22687	18.9097	217	122	95	106.75	47.9633	0.5831	20.8215	6.7824	0.9539	199.3295	20.9695	247	150	98.4965	27.8846	198	54	138.8214	23.6702	217	97	189.6316	17.1296	247	150	88.0491	23.7136	198	54	130.3333	21.2675	217	97	0.3376
CMU-2.svs	a57d7693-ce16-49f7-a4c6-21700223b353	Cell			Annotation (ROI)	Polygon	8795.3	7876.1	61.5	42.4423	0.429	17.1019	5.7556	0.9692	239.5703	59653	13.5687	255	198	57	194.1125	48334	46.6086	255	79	176	213.3574	53126	32.6191	255	117	138	188.5	55.7157	0.7631	20.9363	12.0571	0.7849	197.5958	37.1778	255	110	120.6156	63.1472	255	36	154.1374	51.47	255	65	177.0217	26.1062	252	110	84.5906	30.4965	248	36	125.1102	29.3794	250	65	0.3265
CMU-2.svs	8292e2c6-fe19-4e0b-8f89-02175993bf03	Cell			Annotation (ROI)	Polygon	8398.7	7874	13.75	13.8753	0.8975	4.9722	3.6851	0.6423	232.9333	13976	15.53	253	185	68	207.5	12450	35.3206	253	128	125	220.75	13245	22.9935	255	174	81	32.75	22.7171	0.7975	8.7668	5.3434	0.7263	206.8182	36.601	253	104	162.7045	54.7316	253	51	191.4545	36.8631	255	104	185.0556	34.8522	239	104	125.375	37.1678	231	51	167.0417	27.171	241	104	0.4178
CMU-2.svs	d6900e2f-0176-447d-bd1a-08b7f675055e	Cell			Annotation (ROI)	Polygon	8420.3	7875.1	24.75	24.4321	0.521	7.5108	6.2089	0.5923	228.1845	23503	20.8725	255	157	98	177.9223	18326	35.7893	248	97	151	201.4272	20747	24.8089	249	149	100	109.5	42.5386	0.7604	15.5221	10.4356	0.7472	169.1621	57.1818	255	34	105.3288	54.9889	248	12	145.5936	43.9675	249	64	151.0149	52.3493	249	34	83.009	37.9513	205	12	128.4269	32.9302	215	64	0.2249
CMU-2.svs	c7d9c1eb-fd38-4f37-a282-c16a409b3f8a	Cell			Annotation (ROI)	Polygon	8704.7	7874.5	28	26.7308	0.4924	8.1935	6.2545	0.6446	220.3684	25122	14.2768	250	175	75	144.6579	16491	15.0008	177	106	71	179.1579	20424	11.155	202	149	53	89.75	38.135	0.7755	13.9577	9.2982	0.7307	182.7335	36.9577	250	93	107.489	33.4992	177	39	150.3901	26.6982	202	95	165.572	30.8957	234	93	90.54	24.7573	160	39	137.272	20.7604	186	95	0.297
CMU-2.svs	3a90301e-dc24-4995-bbe7-d908c5f5a930	Cell			Annotation (ROI)	Polygon	8664.5	7877	55.75	46.5584	0.3232	19.9509	5.6392	0.9723	232.3333	52275	18.7471	255	160	95	186.7733	42024	43.0796	254	74	180	207.72	46737	30.4519	255	123	132	238.5	66.6851	0.674	27.1422	13.3318	0.891	192.8777	41.5259	255	36	116.8422	50.4672	254	24	154.6416	39.0804	255	79	180.75	39.0003	254	36	95.347	28.1828	190	24	138.3265	24.0729	201	79	0.2308
CMU-2.svs	f7abd5ac-7822-4e53-8a0c-03e6b9193a63	Cell			Annotation (ROI)	Polygon	8461.5	7877.7	17.75	18.7262	0.6361	7.9742	3.4572	0.9115	218.2297	16149	10.6199	240	194	46	142.446	10541	13.7095	170	107	63	178.6081	13217	10.6022	206	157	49	112.25	41.1994	0.831	15.4392	9.7097	0.782	193.8208	34.7522	251	58	127.4779	34.1566	226	39	166.4734	24.9126	232	96	189.0423	35.8203	251	58	124.5476	36.1483	226	39	164.0979	26.1941	232	96	0.1616
CMU-2.svs	157f5965-936f-4fa1-9343-a0014e97e672	Cell			Annotation (ROI)	Polygon	8749.6	7877.6	16.75	20.3912	0.5062	8.2123	3.4668	0.9194	217.3472	15649	14.0654	248	174	74	159.8194	11507	24.7155	214	120	94	188.4167	13566	17.8379	228	157	71	77	36.8794	0.7114	12.7284	9.6117	0.6465	191.6506	37.0937	248	33	125.1506	33.2103	214	6	163.9647	25.1831	228	71	183.9417	38.3808	240	33	114.75	27.9823	177	6	156.6292	22.2836	202	71	0.2114
CMU-2.svs	4c5a9190-c08d-4380-8215-5157414a276b	Cell			Annotation (ROI)	Polygon	8453	7877.5	35.5	22.9609	0.8462	8.1413	5.906	0.7019	216.3706	30941	14.1723	247	175	72	128.7133	18406	17.8577	191	88	103	166.1748	23763	13.7089	206	145	61	70	31.616	0.88	10.6913	8.4103	0.6077	207.7958	16.2257	247	167	116.2113	22.6935	191	76	156.3627	18.9065	206	118	199.0993	13.3113	244	167	103.5319	19.8999	178	76	146.4113	18.2722	202	118	0.4888
CMU-2.svs	c85bfe17-31d7-42ec-a77f-b8d6f0fcfaca	Cell			Annotation (ROI)	Polygon	8532.8	7878.1	26.5	21.0509	0.7515	7.2835	5.7119	0.5266	218.2252	24223	11.45	245	191	54	157.6847	17503	13.7636	189	125	64	189.3153	21014	10.38	212	169	43	97.5	38.7533	0.8158	13.7334	9.1021	0.7574	198.7868	24.1746	251	136	134.3579	26.9452	225	65	172.2868	19.8365	236	120	191.1625	23.5848	251	136	125.2085	25.2931	225	65	165.6078	18.6397	236	120	0.2733
CMU-2.svs	3fb9310a-5564-4fcb-991a-65d5f097c025	Cell			Annotation (ROI)	Polygon	8491.1	7878.2	23	25.3266	0.4506	10.8613	3.5586	0.9613	229.6327	22504	16.8855	255	171	84	192.1225	18828	29.6701	252	119	133	211.9184	20768	21.4306	254	150	104	134.75	47.495	0.7507	17.4908	11.2183	0.8165	182.8506	47.2231	255	11	119.2029	51.7374	252	8	157.7767	40.3865	254	50	172.5248	45.4961	252	11	103.1081	40.5	240	8	145.8266	33.1623	246	50	0.1738
CMU-2.svs	0ef12847-253f-40d5-a89d-23b4cd13ed00	Cell			Annotation (ROI)	Polygon	8697.1	7876.3	10.25	13.1762	0.7419	4.8223	3.2367	0.741	220.9216	11267	13.5157	247	183	64	149.2353	7611	24.4365	185	100	85	179	9129	17.9187	205	144	61	39	25.3032	0.7655	8.993	6.903	0.5909	204.784	20.3356	247	105	125.142	26.3971	185	75	163.2716	20.0914	205	117	197.3694	18.6015	235	105	114.0721	18.8587	175	75	156.045	16.6577	202	117	0.2828
CMU-2.svs	35837fa1-c7d5-4b53-9e7a-fa5dc0a948e1	Cell			Annotation (ROI)	Polygon	8395.7	7879.9	27.75	22.4088	0.6944	7.6028	5.7261	0.7055	235.3628	26596	19.5238	255	150	105	219.7522	24832	31.2908	255	115	140	226.3805	25581	22.7433	254	148	106	71.5	34.7169	0.7455	12.1304	8.567	0.7422	174.7049	71.1231	255	7	146.3993	77.3287	255	0	174.4931	59.4717	254	35	135.5371	64.5433	246	7	99.0343	59.0103	255	0	140.9886	51.2194	244	35	0.3827
CMU-2.svs	c6a0d55f-6a6d-4fce-9509-4ce63d6cb58b	Cell			Annotation (ROI)	Polygon	8439.8	7878.8	45.25	33.5401	0.5055	13.8506	4.6141	0.9497	235.0428	43953	12.254	255	204	51	151.9358	28412	31.1574	241	88	153	182.3422	34098	23.7605	249	133	116	169	52.5974	0.7677	19.6074	12.2287	0.8309	196.8454	31.7483	255	102	101.5199	38.8687	241	42	140.9897	32.851	249	95	182.3272	23.8341	231	102	82.3577	19.5558	156	42	125.2724	19.43	199	95	0.2739
CMU-2.svs	e9ff1d21-a83f-4266-b2d5-47c45ca0e25b	Cell			Annotation (ROI)	Polygon	8611.8	7878.3	27.25	22.1264	0.6994	8.6058	3.9772	0.8725	223.8174	25739	19.1918	251	132	119	179.9652	20696	27.5684	238	106	132	204.3478	23500	18.0667	242	147	95	143.5	45.1855	0.8832	16.5459	11.8512	0.6021	184.1276	40.2319	255	15	131.331	41.6082	238	3	169.1517	30.4	242	55	174.3118	37.9775	255	15	119.3032	35.2475	232	3	160.4473	26.269	240	55	0.1884
CMU-2.svs	e7f5424b-464c-4d20-b414-36d1061faa8a	Cell			Annotation (ROI)	Polygon	8683.8	7883	69.25	54.7652	0.2901	24.7666	4.9092	0.9869	235.9393	66063	14.8305	255	181	74	194.8714	54564	34.1743	253	121	132	213.3036	59725	24.146	255	151	104	171.75	62.9901	0.544	26.5519	9.3955	0.9499	199.9957	38.7771	255	67	133.8875	57.9543	253	43	168.0029	43.8291	255	87	175.6271	30.0556	246	67	92.5424	24.6853	187	43	137.2906	22.1698	216	87	0.3964
CMU-2.svs	887d84d3-f33b-4b3a-87fb-cd719a5cc0f3	Cell			Annotation (ROI)	Polygon	8517.7	7881.8	13.75	17.6279	0.556	6.9759	3.4765	0.9209	222.8197	13592	10.3626	240	198	42	141.0984	8607	28.1056	181	93	88	173.5738	10588	22.6881	210	138	72	130	42.2999	0.913	15.5832	10.7912	0.7125	202.7657	21.4898	251	69	121.0743	28.164	234	47	160.2762	22.4315	237	108	200.1293	21.1847	251	69	118.4418	27.1215	234	47	158.528	21.8266	237	108	0.1039
CMU-2.svs	7459495f-7cce-40f4-97e6-e7dc81113a89	Cell			Annotation (ROI)	Polygon	8417	7883.4	32	23.9825	0.6991	9.5273	5.4905	0.8178	241.0672	32303	12.8544	255	194	61	224.3657	30065	25.4229	255	151	104	232.2612	31123	16.0857	254	178	76	94.5	37.7213	0.8346	14.2813	9.6273	0.6985	189.7906	53.7899	255	27	141.0497	67.9173	255	22	172.6623	49.8011	254	71	162.0847	46.6575	233	27	96.0323	31.0896	187	22	140.4597	26.7976	209	71	0.3484
CMU-2.svs	fc0e3ce6-cce2-4d84-9edc-9312c3b2c058	Cell			Annotation (ROI)	Polygon	8475.6	7880.6	17.25	20.9732	0.4928	8.3879	3.4861	0.9423	223.7162	16555	16.1665	253	181	72	151.054	11178	33.5224	239	99	140	183.9189	13610	23.9582	247	146	101	90	40.4493	0.6912	15.0227	7.8418	0.8922	199.2542	22.6413	253	130	122.279	27.973	239	61	161.7818	22.2357	247	105	192.9688	19.6059	253	130	114.8854	20.7381	181	61	156.0938	17.807	204	105	0.1926
CMU-2.svs	8a34a935-c342-4b32-a4d5-ad4955fea8ef	Cell			Annotation (ROI)	Polygon	8696.9	7885	46.5	44.3072	0.2977	19.4175	5.1464	0.9813	235.2275	44458	13.1924	255	201	54	171.3492	32385	33.6571	246	101	145	195.9788	37040	23.9603	251	143	108	127.5	51.3388	0.6079	22.296	6.9312	0.95	209.6113	25.8205	255	123	125.6758	44.8204	246	59	160.6953	35.5703	251	96	194.6223	18.5981	237	123	98.9505	24.2014	188	59	140.0495	22.6808	218	96	0.369
CMU-2.svs	da175a61-f1ef-4a78-86cb-46bc34d78282	Cell			Annotation (ROI)	Polygon	8716.2	7881.8	13.75	14.703	0.7993	5.3558	3.59	0.7106	233.1803	14224	14.3324	255	185	70	186.3115	11365	31.8311	249	111	138	207.9672	12686	23.8439	248	144	104	73	32.5164	0.8676	11.8441	8.7692	0.664	200.1973	33.5552	255	132	134.7755	51.8055	251	56	169.619	41.6524	249	97	191.5622	31.7483	255	132	121.2833	47.3948	251	56	159.5794	39.4482	249	97	0.1925
CMU-2.svs	a9c91605-0c80-4b3e-9bc0-907621723a50	Cell			Annotation (ROI)	Polygon	8501.1	7884.6	25.5	21.9275	0.6665	7.6498	5.8474	0.6254	218.2476	22916	18.5487	250	150	100	168.8857	17733	29.5919	235	98	137	197.1619	20702	20.7124	246	160	86	195.5	51.322	0.9327	17.4975	14.0616	0.5838	189.2583	32.1012	255	38	128.2557	33.2761	235	25	167.0178	25.7836	246	86	184.7885	31.4199	255	38	121.9912	29.1572	221	25	162.37	23.2356	230	86	0.129
CMU-2.svs	2e658cf7-e096-4ce8-b9e2-097612b1190b	Cell			Annotation (ROI)	Polygon	8555.3	7884.7	31.75	25.4298	0.617	10.6756	4.6649	0.9018	235.9015	31139	14.7052	254	177	77	194.5682	25683	39.1334	253	85	168	211.4015	27905	27.9809	248	128	120	120.5	42.6795	0.8313	15.2964	10.4963	0.721	176.3457	50.235	254	68	112.1152	65.5431	253	23	145.93	54.3282	248	65	154.1384	39.5737	245	68	81.3701	42.9397	234	23	121.517	39.549	232	65	0.2608
CMU-2.svs	fc43f6b9-d98e-4bca-bfb6-2e58a9949763	Cell			Annotation (ROI)	Polygon	8783.9	7886	21.75	22.4544	0.5421	9.0051	3.6973	0.923	216.9348	19958	21.9554	255	141	114	135.6413	12479	31.2827	207	91	116	171.0435	15736	22.6036	221	136	85	110.5	39.654	0.8831	13.9711	10.6193	0.5885	174.2076	53.8209	255	22	100.5424	39.8323	210	12	141.7321	32.7847	221	61	163.1657	54.115	251	22	91.4719	36.6765	210	12	134.1573	30.6957	213	61	0.1916
CMU-2.svs	2a149b4c-c493-43d2-8385-808167ec1bdd	Cell			Annotation (ROI)	Polygon	8742.7	7883.1	14	17.8794	0.5503	7.2358	3.2815	0.9136	222.5424	13130	14.0692	253	197	56	165.2034	9747	26.364	232	131	101	195.678	11545	17.7981	236	167	69	98	43.5168	0.6503	16.8693	8.7233	0.9084	196.4264	20.1876	253	137	130.8376	23.4245	232	80	169.5	18.0716	236	129	191.8269	17.42	238	137	124.7851	16.7204	192	80	164.8896	13.6707	212	129	0.1384
